"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-10",,,,,,,,,,,,,,,,,,,"76",",,7","39",",,7","39",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-11",,,,,,,,,,,,,,,,,,,"54",",,7","39",",,7","44",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-12",,,,,,,,,,,,,,,,,,,"49",",,7","43",",,7","44",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-13",,,,,,,,,,,,,,,,,,,"51",",,7","42",",,7","45",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-14",,,,,,,,,,,,,,,,,,,"65",",,7","43",",,7","52",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-15",,,,,,,,,,,,,,,,,,,"80",",,7","52",",,7","72",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-16",,,,,,,,,,,,,,,,,,,"72",",,7","59",",,7","61",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-17",,,,,,,,,,,,,,,,,,,"63",",,7","43",",,7","44",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-18",,,,,,,,,,,,,,,,,,,"76",",,7","43",",,7","69",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-19",,,,,,,,,,,,,,,,,,,"69",",,7","43",",,7","46",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-20",,,,,,,,,,,,,,,,,,,"73",",,7","46",",,7","51",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-21",,,,,,,,,,,,,,,,,,,"51",",,7","44",",,7","44",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-22",,,,,,,,,,,,,,,,,,,"51",",,7","43",",,7","46",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-23",,,,,,,,,,,,,,,,,,,"60",",,7","43",",,7","43",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-24",,,,,,,,,,,,,,,,,,,"61",",,7","41",",,7","52",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-25",,,,,,,,,,,,,,,,,,,"68",",,7","51",",,7","59",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-26",,,,,,,,,,,,,,,,,,,"76",",,7","55",",,7","55",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-27",,,,,,,,,,,,,,,,,,,"60",",,7","44",",,7","45",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-28",,,,,,,,,,,,,,,,,,,"50",",,7","44",",,7","44",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-29",,,,,,,,,,,,,,,,,,,"45",",,7","40",",,7","44",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-04-30",,,,,,,,,,,,,,,,,,,"53",",,7","42",",,7","51",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-01",,,,,,,,,,,,,,,,,,,"56",",,7","45",",,7","45",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-02",,,,,,,,,,,,,,,,,,,"50",",,7","41",",,7","46",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-03",,,,,,,,,,,,,,,,,,,"51",",,7","43",",,7","45",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-04",,,,,,,,,,,,,,,,,,,"49",",,7","45",",,7","45",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-05",,,,,,,,,,,,,,,,,,,"51",",,7","41",",,7","49",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-06",,,,,,,,,,,,,,,,,,,"51",",,7","43",",,7","43",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-07",,,,,,,,,,,,,,,,,,,"49",",,7","41",",,7","41",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-08",,,,,,,,,,,,,,,,,,,"46",",,7","40",",,7","43",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-09",,,,,,,,,,,,,,,,,,,"50",",,7","42",",,7","47",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-10",,,,,,,,,,,,,,,,,,,"56",",,7","47",",,7","47",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-11",,,,,,,,,,,,,,,,,,,"57",",,7","46",",,7","50",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-12",,,,,,,,,,,,,,,,,,,"57",",,7","49",",,7","52",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-13",,,,,,,,,,,,,,,,,,,"78",",,7","51",",,7","55",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-14",,,,,,,,,,,,,,,,,,,"57",",,7","48",",,7","49",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-15",,,,,,,,,,,,,,,,,,,"69",",,7","48",",,7","62",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-16",,,,,,,,,,,,,,,,,,,"86",",,7","58",",,7","75",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-17",,,,,,,,,,,,,,,,,,,"83",",,7","64",",,7","68",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-18",,,,,,,,,,,,,,,,,,,"78",",,7","47",",,7","48",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-19",,,,,,,,,,,,,,,,,,,"50",",,7","42",",,7","49",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-20",,,,,,,,,,,,,,,,,,,"59",",,7","48",",,7","57",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-21",,,,,,,,,,,,,,,,,,,"66",",,7","52",",,7","52",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-22",,,,,,,,,,,,,,,,,,,"74",",,7","50",",,7","61",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-23",,,,,,,,,,,,,,,,,,,"62",",,7","54",",,7","54",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-24",,,,,,,,,,,,,,,,,,,"55",",,7","49",",,7","53",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-25",,,,,,,,,,,,,,,,,,,"62",",,7","52",",,7","56",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-26",,,,,,,,,,,,,,,,,,,"61",",,7","54",",,7","54",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-27",,,,,,,,,,,,,,,,,,,"61",",,7","52",",,7","58",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-28",,,,,,,,,,,,,,,,,,,"73",",,7","55",",,7","66",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-29",,,,,,,,,,,,,,,,,,,"76",",,7","58",",,7","59",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-30",,,,,,,,,,,,,,,,,,,"73",",,7","56",",,7","64",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-05-31",,,,,,,,,,,,,,,,,,,"72",",,7","58",",,7","64",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-01",,,,,,,,,,,,,,,,,,,"65",",,7","56",",,7","58",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-02",,,,,,,,,,,,,,,,,,,"76",",,7","57",",,7","62",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-03",,,,,,,,,,,,,,,,,,,"83",",,7","62",",,7","68",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-04",,,,,,,,,,,,,,,,,,,"89",",,7","64",",,7","65",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-05",,,,,,,,,,,,,,,,,,,"72",",,7","56",",,7","56",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-06",,,,,,,,,,,,,,,,,,,"66",",,7","55",",,7","58",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-07",,,,,,,,,,,,,,,,,,,"68",",,7","55",",,7","59",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-08",,,,,,,,,,,,,,,,,,,"73",",,7","57",",,7","72",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-09",,,,,,,,,,,,,,,,,,,"83",",,7","60",",,7","60",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-10",,,,,,,,,,,,,,,,,,,"89",",,7","60",",,7","77",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-11",,,,,,,,,,,,,,,,,,,"92",",,7","72",",,7","80",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-12",,,,,,,,,,,,,,,,,,,"93",",,7","65",",,7","67",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-13",,,,,,,,,,,,,,,,,,,"75",",,7","64",",,7","66",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-14",,,,,,,,,,,,,,,,,,,"88",",,7","65",",,7","70",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-15",,,,,,,,,,,,,,,,,,,"84",",,7","69",",,7","80",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-16",,,,,,,,,,,,,,,,,,,"86",",,7","66",",,7","77",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-17",,,,,,,,,,,,,,,,,,,"86",",,7","65",",,7","72",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-18",,,,,,,,,,,,,,,,,,,"78",",,7","70",",,7","70",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-19",,,,,,,,,,,,,,,,,,,"77",",,7","63",",,7","63",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-20",,,,,,,,,,,,,,,,,,,"78",",,7","59",",,7","59",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-21",,,,,,,,,,,,,,,,,,,"71",",,7","58",",,7","66",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-22",,,,,,,,,,,,,,,,,,,"87",",,7","65",",,7","75",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-23",,,,,,,,,,,,,,,,,,,"79",",,7","63",",,7","68",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-24",,,,,,,,,,,,,,,,,,,"74",",,7","64",",,7","64",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-25",,,,,,,,,,,,,,,,,,,"71",",,7","58",",,7","61",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-26",,,,,,,,,,,,,,,,,,,"72",",,7","58",",,7","61",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-27",,,,,,,,,,,,,,,,,,,"70",",,7","57",",,7","66",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-28",,,,,,,,,,,,,,,,,,,"81",",,7","62",",,7","65",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-29",,,,,,,,,,,,,,,,,,,"82",",,7","64",",,7","69",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-06-30",,,,,,,,,,,,,,,,,,,"77",",,7","67",",,7","73",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-01",,,,,,,,,,,,,,,,,,,"82",",,7","68",",,7","71",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-02",,,,,,,,,,,,,,,,,,,"88",",,7","66",",,7","73",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-03",,,,,,,,,,,,,,,,,,,"74",",,7","65",",,7","66",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-04",,,,,,,,,,,,,,,,,,,"77",",,7","65",",,7","68",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-05",,,,,,,,,,,,,,,,,,,"78",",,7","67",",,7","77",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-06",,,,,,,,,,,,,,,,,,,"88",",,7","74",",,7","81",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-07",,,,,,,,,,,,,,,,,,,"84",",,7","66",",,7","68",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-08",,,,,,,,,,,,,,,,,,,"73",",,7","64",",,7","69",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-09",,,,,,,,,,,,,,,,,,,"85",",,7","66",",,7","77",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-10",,,,,,,,,,,,,,,,,,,"83",",,7","67",",,7","73",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-11",,,,,,,,,,,,,,,,,,,"80",",,7","70",",,7","77",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-12",,,,,,,,,,,,,,,,,,,"79",",,7","68",",,7","76",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-13",,,,,,,,,,,,,,,,,,,"83",",,7","74",",,7","74",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-14",,,,,,,,,,,,,,,,,,,"74",",,7","65",",,7","66",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-15",,,,,,,,,,,,,,,,,,,"81",",,7","64",",,7","74",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-16",,,,,,,,,,,,,,,,,,,"77",",,7","64",",,7","64",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-17",,,,,,,,,,,,,,,,,,,"72",",,7","63",",,7","66",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-18",,,,,,,,,,,,,,,,,,,"82",",,7","64",",,7","79",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-19",,,,,,,,,,,,,,,,,,,"81",",,7","69",",,7","71",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-20",,,,,,,,,,,,,,,,,,,"87",",,7","68",",,7","74",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-21",,,,,,,,,,,,,,,,,,,"81",",,7","72",",,7","73",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00111550","CHICAGO NORTHERLY ISLAND, IL US","41.8558","-87.6094","177.7","2017-07-22",,,,,,,,,,,,,,,,,,,"78",",,7","71",",,7","72",",,7,2400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
